0.453785,0.751801,3.514741,-3.758706,-2.730860,0.000000
0.781556,0.300663,1.388838,-3.758706,-2.730860,0.000000
0.708741,0.400883,3.117348,-3.758706,-2.730860,0.000000
0.874066,0.173333,3.602203,-3.758706,-2.730860,0.000000
0.975364,0.033908,0.257624,-3.758706,-2.730860,0.000000
0.837464,0.223711,3.109226,-3.758706,-2.730860,0.000000
0.714620,0.392792,2.605463,-3.758706,-2.730860,0.000000
0.679651,0.440923,2.420910,-3.758706,-2.730860,0.000000
0.784825,0.296163,2.506273,-3.758706,-2.730860,0.000000
0.933127,0.092043,2.676064,-3.758706,-2.730860,0.000000
0.642185,0.492490,2.095038,-3.758706,-2.730860,0.000000
0.702793,0.409070,2.680073,-3.758706,-2.730860,0.000000
0.989671,0.014217,0.704184,-3.758706,-2.730860,0.000000
0.935752,0.088430,2.882219,-3.758706,-2.730860,0.000000
0.906192,0.129116,1.210726,-3.758706,-2.730860,0.000000
0.952041,0.066010,0.447522,-3.758706,-2.730860,0.000000
0.670879,0.452996,2.249303,-3.758706,-2.730860,0.000000
0.514393,0.668381,2.988055,-3.758706,-2.730860,0.000000
0.711650,0.396879,3.487534,-3.758706,-2.730860,0.000000
0.517479,0.664134,3.898014,-3.758706,-2.730860,0.000000
0.679114,0.441662,3.860164,-3.758706,-2.730860,0.000000
0.449998,0.757013,3.394061,-3.758706,-2.730860,0.000000
0.915955,0.115677,2.344777,-3.758706,-2.730860,0.000000
0.932562,0.092820,0.507884,-3.758706,-2.730860,0.000000
0.724059,0.379801,2.520141,-3.758706,-2.730860,0.000000
0.977048,0.031591,1.618031,-3.758706,-2.730860,0.000000
0.909156,0.125036,1.381610,-3.758706,-2.730860,0.000000
0.806488,0.266346,3.090402,-3.758706,-2.730860,0.000000
0.914626,0.117508,1.474907,-3.758706,-2.730860,0.000000
0.951865,0.066252,3.167292,-3.758706,-2.730860,0.000000
0.841509,0.218144,3.640590,-3.758706,-2.730860,0.000000
0.770787,0.315485,2.850797,-3.758706,-2.730860,0.000000
0.826240,0.239160,2.166278,-3.758706,-2.730860,0.000000
0.934941,0.089546,3.159823,-3.758706,-2.730860,0.000000
0.943094,0.078324,0.840607,-3.758706,-2.730860,0.000000
0.857262,0.196462,2.007369,-3.758706,-2.730860,0.000000
0.989235,0.014816,2.563252,-3.758706,-2.730860,0.000000
0.748999,0.345473,2.490638,-3.758706,-2.730860,0.000000
0.631825,0.506749,2.199832,-3.758706,-2.730860,0.000000
0.866420,0.183857,3.916838,-3.758706,-2.730860,0.000000
0.659330,0.468891,2.860594,-3.758706,-2.730860,0.000000
0.990599,0.012939,1.088799,-3.758706,-2.730860,0.000000
0.455149,0.749923,3.737133,-3.758706,-2.730860,0.000000
0.974983,0.034434,1.190589,-3.758706,-2.730860,0.000000
0.935051,0.089395,3.612875,-3.758706,-2.730860,0.000000
0.519880,0.660828,3.709279,-3.758706,-2.730860,0.000000
0.793431,0.284318,2.716995,-3.758706,-2.730860,0.000000
0.699903,0.413048,2.609651,-3.758706,-2.730860,0.000000
0.705868,0.404838,1.824405,-3.758706,-2.730860,0.000000
0.960919,0.053790,0.461476,-3.758706,-2.730860,0.000000
0.930185,0.096092,1.715549,-3.758706,-2.730860,0.000000
0.989463,0.014504,0.819543,-3.758706,-2.730860,0.000000
0.974724,0.034789,3.071555,-3.758706,-2.730860,0.000000
0.859748,0.193040,3.854434,-3.758706,-2.730860,0.000000
0.791179,0.287418,3.537098,-3.758706,-2.730860,0.000000
0.859222,0.193764,1.776054,-3.758706,-2.730860,0.000000
0.346660,0.899245,3.898048,-3.758706,-2.730860,0.000000
0.945473,0.075050,0.998450,-3.758706,-2.730860,0.000000
0.537247,0.636925,3.420889,-3.758706,-2.730860,0.000000
0.443722,0.765652,3.555250,-3.758706,-2.730860,0.000000
0.383274,0.848850,3.546235,-3.758706,-2.730860,0.000000
0.853921,0.201060,1.205529,-3.758706,-2.730860,0.000000
0.588816,0.565946,2.426535,-3.758706,-2.730860,0.000000
0.795169,0.281926,2.820274,-3.758706,-2.730860,0.000000
0.544919,0.626365,3.897851,-3.758706,-2.730860,0.000000
0.952937,0.064776,3.700076,-3.758706,-2.730860,0.000000
0.830436,0.233384,2.390154,-3.758706,-2.730860,0.000000
0.680561,0.439669,3.697303,-3.758706,-2.730860,0.000000
0.647215,0.485567,3.089508,-3.758706,-2.730860,0.000000
0.572581,0.588292,3.537715,-3.758706,-2.730860,0.000000
0.912672,0.120196,1.228492,-3.758706,-2.730860,0.000000
0.806973,0.265679,2.740514,-3.758706,-2.730860,0.000000
0.829490,0.234687,1.871221,-3.758706,-2.730860,0.000000
0.780143,0.302607,2.456432,-3.758706,-2.730860,0.000000
0.758500,0.332397,3.674058,-3.758706,-2.730860,0.000000
0.974435,0.035187,1.466687,-3.758706,-2.730860,0.000000
0.520315,0.660229,3.098997,-3.758706,-2.730860,0.000000
0.684003,0.434933,2.512811,-3.758706,-2.730860,0.000000
0.852835,0.202555,2.406515,-3.758706,-2.730860,0.000000
0.582584,0.574524,3.226846,-3.758706,-2.730860,0.000000
0.777606,0.306098,3.626802,-3.758706,-2.730860,0.000000
0.773572,0.311651,2.659282,-3.758706,-2.730860,0.000000
0.987315,0.017459,1.743663,-3.758706,-2.730860,0.000000
0.972703,0.037571,1.388377,-3.758706,-2.730860,0.000000
0.944269,0.076707,3.113040,-3.758706,-2.730860,0.000000
0.988005,0.016510,0.161597,-3.758706,-2.730860,0.000000
0.438356,0.773036,3.933788,-3.758706,-2.730860,0.000000
0.872178,0.175933,2.120939,-3.758706,-2.730860,0.000000
0.837718,0.223362,2.452923,-3.758706,-2.730860,0.000000
0.913612,0.118904,3.707439,-3.758706,-2.730860,0.000000
0.866928,0.183158,1.569086,-3.758706,-2.730860,0.000000
0.678441,0.442588,1.954387,-3.758706,-2.730860,0.000000
0.909029,0.125210,1.023199,-3.758706,-2.730860,0.000000
0.640907,0.494250,2.360361,-3.758706,-2.730860,0.000000
0.639591,0.496060,3.030540,-3.758706,-2.730860,0.000000
0.912549,0.120366,1.201875,-3.758706,-2.730860,0.000000
0.339378,0.909269,3.832726,-3.758706,-2.730860,0.000000
0.478022,0.718441,3.068163,-3.758706,-2.730860,0.000000
0.331939,0.919507,3.950641,-3.758706,-2.730860,0.000000
0.918998,0.111489,3.740742,-3.758706,-2.730860,0.000000
0.467799,0.732512,3.104909,-3.758706,-2.730860,0.000000
0.712122,0.396231,3.043391,-3.758706,-2.730860,0.000000
0.857350,0.196341,2.604951,-3.758706,-2.730860,0.000000
0.978686,0.029336,0.431374,-3.758706,-2.730860,0.000000
0.436547,0.775526,3.422200,-3.758706,-2.730860,0.000000
0.876979,0.169323,2.063022,-3.758706,-2.730860,0.000000
0.771403,0.314637,3.778469,-3.758706,-2.730860,0.000000
0.790428,0.288452,1.210334,-3.758706,-2.730860,0.000000
0.465600,0.735538,3.518840,-3.758706,-2.730860,0.000000
0.546265,0.624512,3.157677,-3.758706,-2.730860,0.000000
0.428664,0.786376,3.654695,-3.758706,-2.730860,0.000000
0.850213,0.206165,1.109305,-3.758706,-2.730860,0.000000
0.756835,0.334688,1.679320,-3.758706,-2.730860,0.000000
0.658552,0.469963,2.547382,-3.758706,-2.730860,0.000000
0.894289,0.145499,3.119546,-3.758706,-2.730860,0.000000
0.554025,0.613832,3.645584,-3.758706,-2.730860,0.000000
0.587346,0.567969,2.416162,-3.758706,-2.730860,0.000000
